Gene ID,Genomic Location (Gene),Product Description
PF3D7-1121900,"Pf3D7-11-v3:835,889..837,466(-)","serine/threonine protein kinase, putative"
PF3D7-1122300,"Pf3D7-11-v3:846,929..848,014(+)","conserved Plasmodium protein, unknown function"
PF3D7-1122800,"Pf3D7-11-v3:872,031..877,678(+)",calcium-dependent protein kinase 6
PF3D7-1123100,"Pf3D7-11-v3:909,366..916,324(+)",calcium-dependent protein kinase 7
PF3D7-1123300,"Pf3D7-11-v3:921,823..923,892(+)","RING zinc finger protein, putative"
PF3D7-1123500,"Pf3D7-11-v3:929,354..933,364(-)",golgi protein 2
PF3D7-1124500,"Pf3D7-11-v3:966,980..968,806(+)",pyruvate dehydrogenase E1 component subunit alpha
PF3D7-1124600,"Pf3D7-11-v3:970,105..971,376(-)",ethanolamine kinase
PF3D7-1125100,"Pf3D7-11-v3:986,630..988,120(+)","ATP synthase F0 subunit b-like protein, putative"
PF3D7-1126100,"Pf3D7-11-v3:1,018,366..1,022,495(-)","autophagy-related protein 7, putative"
PF3D7-1126600,"Pf3D7-11-v3:1,037,643..1,039,691(-)","steryl ester hydrolase, putative"
PF3D7-1126700,"Pf3D7-11-v3:1,040,790..1,046,087(-)","autophagy-related protein 23, putative"
PF3D7-1126800,"Pf3D7-11-v3:1,049,921..1,052,665(+)","RNA-binding protein, putative"
PF3D7-1126900,"Pf3D7-11-v3:1,053,642..1,054,333(-)","small nuclear ribonucleoprotein F, putative"
PF3D7-1127000,"Pf3D7-11-v3:1,056,198..1,058,054(-)","protein phosphatase, putative"
PF3D7-1127300,"Pf3D7-11-v3:1,063,670..1,064,551(-)","tRNA (guanine-N(7)-)-methyltransferase, putative"
PF3D7-1127500,"Pf3D7-11-v3:1,067,197..1,070,219(+)","protein disulfide-isomerase, putative"
PF3D7-1128100,"Pf3D7-11-v3:1,094,909..1,095,931(-)","prefoldin subunit 5, putative"
PF3D7-1128300,"Pf3D7-11-v3:1,098,167..1,103,555(-)",ATP-dependent 6-phosphofructokinase
PF3D7-1129100,"Pf3D7-11-v3:1,125,952..1,127,310(+)",parasitophorous vacuolar protein 1
PF3D7-1129300,"Pf3D7-11-v3:1,131,294..1,136,834(-)","conserved Plasmodium protein, unknown function"
PF3D7-1129500,"Pf3D7-11-v3:1,141,486..1,143,910(+)","A/G-specific adenine glycosylase, putative"
PF3D7-1129600,"Pf3D7-11-v3:1,144,754..1,148,770(+)","phosphatidylinositol-4-phosphate 5-kinase, putative"
PF3D7-1130000,"Pf3D7-11-v3:1,159,366..1,162,188(-)","phosphoacetylglucosamine mutase, putative"
PF3D7-1131100,"Pf3D7-11-v3:1,195,988..1,198,309(-)","serpentine receptor, putative"
PF3D7-1131300,"Pf3D7-11-v3:1,201,922..1,203,619(-)","conserved Plasmodium protein, unknown function"
PF3D7-1131500,"Pf3D7-11-v3:1,210,686..1,211,456(-)","conserved Plasmodium protein, unknown function"
PF3D7-1131800,"Pf3D7-11-v3:1,227,220..1,231,950(-)","oxysterol-binding protein, putative"
PF3D7-1131900,"Pf3D7-11-v3:1,234,061..1,236,391(-)","conserved Plasmodium protein, unknown function"
PF3D7-1132000,"Pf3D7-11-v3:1,239,900..1,242,548(+)","ubiquitin-like protein, putative"
PF3D7-1132400,"Pf3D7-11-v3:1,255,286..1,259,671(-)","conserved Plasmodium membrane protein, unknown function"
PF3D7-1133300,"Pf3D7-11-v3:1,290,501..1,291,601(+)","LEM3/CDC50 family protein, putative"
PF3D7-1133400,"Pf3D7-11-v3:1,293,856..1,295,724(+)",apical membrane antigen 1
PF3D7-1133700,"Pf3D7-11-v3:1,302,173..1,305,987(+)","FHA domain-containing protein, putative"
PF3D7-1134300,"Pf3D7-11-v3:1,333,536..1,340,219(+)","conserved Plasmodium protein, unknown function"
PF3D7-1134800,"Pf3D7-11-v3:1,367,186..1,368,809(+)",coatomer subunit delta
PF3D7-1134900,"Pf3D7-11-v3:1,369,619..1,371,667(+)","conserved Plasmodium protein, unknown function"
PF3D7-1135100,"Pf3D7-11-v3:1,374,592..1,376,661(-)","protein phosphatase PPM8, putative"
PF3D7-1135400,"Pf3D7-11-v3:1,384,378..1,385,115(-)","conserved Plasmodium protein, unknown function"
PF3D7-1135600,"Pf3D7-11-v3:1,390,064..1,396,173(+)","condensin-2 complex subunit D3, putative"
PF3D7-1135800,"Pf3D7-11-v3:1,397,506..1,397,985(+)","conserved Plasmodium protein, unknown function"
PF3D7-1136000,"Pf3D7-11-v3:1,403,906..1,414,512(+)","conserved Plasmodium protein, unknown function"
PF3D7-1136100,"Pf3D7-11-v3:1,415,406..1,417,214(+)","conserved Plasmodium protein, unknown function"
PF3D7-1136200,"Pf3D7-11-v3:1,417,466..1,420,071(-)","conserved Plasmodium protein, unknown function"
PF3D7-1136300,"Pf3D7-11-v3:1,422,744..1,426,201(+)",tudor staphylococcal nuclease
PF3D7-1136500,"Pf3D7-11-v3:1,431,881..1,435,170(-)",casein kinase 1
PF3D7-1136500,"Pf3D7-11-v3:1,431,881..1,435,170(-)",casein kinase 1
PF3D7-1136900,"Pf3D7-11-v3:1,456,151..1,460,319(+)",subtilisin-like protease 2
PF3D7-1137200,"Pf3D7-11-v3:1,463,811..1,465,058(-)",apical exonemal protein
PF3D7-1137300,"Pf3D7-11-v3:1,466,197..1,468,266(-)","CLPTM1 domain-containing protein, putative"
PF3D7-1137400,"Pf3D7-11-v3:1,470,600..1,471,877(-)",UVB-resistance protein UVR8 homologue
PF3D7-1137700,"Pf3D7-11-v3:1,477,643..1,479,850(+)","calcium-binding protein, putative"
PF3D7-1138400,"Pf3D7-11-v3:1,501,011..1,513,691(-)",guanylyl cyclase
PF3D7-1138500,"Pf3D7-11-v3:1,518,464..1,521,238(+)",protein phosphatase PPM2
PF3D7-1138600,"Pf3D7-11-v3:1,522,359..1,524,346(-)","beta-catenin-like protein 1, putative"
PF3D7-1139100,"Pf3D7-11-v3:1,548,186..1,553,561(+)","RNA-binding protein, putative"
PF3D7-1139500,"Pf3D7-11-v3:1,576,132..1,578,978(-)","AAA family ATPase, putative, unspecified product"
PF3D7-1139500,"Pf3D7-11-v3:1,576,132..1,578,978(-)","AAA family ATPase, putative, unspecified product"
PF3D7-1140200,"Pf3D7-11-v3:1,601,257..1,603,078(-)","conserved Plasmodium protein, unknown function"
PF3D7-1140300,"Pf3D7-11-v3:1,605,321..1,606,406(+)","P-loop containing nucleoside triphosphate hydrolase, putative"
PF3D7-1140400,"Pf3D7-11-v3:1,608,006..1,608,609(+)","conserved Plasmodium protein, unknown function"
PF3D7-1140500,"Pf3D7-11-v3:1,610,100..1,615,809(+)","myosin K, putative"
PF3D7-1140600,"Pf3D7-11-v3:1,616,416..1,621,890(-)","conserved Plasmodium protein, unknown function"
PF3D7-1140800,"Pf3D7-11-v3:1,633,920..1,636,331(+)","conserved Plasmodium protein, unknown function"
PF3D7-1141200,"Pf3D7-11-v3:1,657,507..1,657,978(-)","ATP synthase-associated protein, putative"
PF3D7-1141600,"Pf3D7-11-v3:1,668,302..1,669,081(-)",dolichol-phosphate mannosyltransferase
PF3D7-1141900,"Pf3D7-11-v3:1,676,255..1,677,769(-)","inner membrane complex protein 1b, putative"
PF3D7-1142400,"Pf3D7-11-v3:1,702,089..1,703,642(-)",coproporphyrinogen-III oxidase
PF3D7-1142800,"Pf3D7-11-v3:1,713,081..1,713,974(+)","ATP synthase-associated protein, putative"
PF3D7-1142900,"Pf3D7-11-v3:1,715,283..1,716,806(+)","conserved Plasmodium protein, unknown function"
PF3D7-1143000,"Pf3D7-11-v3:1,717,546..1,718,694(+)","alpha/beta hydrolase, putative"
PF3D7-1143100,"Pf3D7-11-v3:1,720,047..1,724,861(-)","AP2 domain transcription factor AP2-O, putative"
PF3D7-1143200,"Pf3D7-11-v3:1,729,793..1,730,899(+)","DnaJ protein, putative"
PF3D7-1143700,"Pf3D7-11-v3:1,742,589..1,746,306(+)","conserved Plasmodium protein, unknown function"
PF3D7-1143800,"Pf3D7-11-v3:1,748,439..1,751,138(+)","oocyst capsule protein Cap93, putative"
PF3D7-1143900,"Pf3D7-11-v3:1,751,577..1,753,269(-)","ATP-dependent (S)-NAD(P)H-hydrate dehydratase, putative"
PF3D7-1144400,"Pf3D7-11-v3:1,762,256..1,766,650(+)","conserved Plasmodium protein, unknown function"
PF3D7-1144600,"Pf3D7-11-v3:1,770,949..1,771,902(+)","transcription initiation factor IIF subunit beta, putative"
PF3D7-1144700,"Pf3D7-11-v3:1,772,350..1,773,819(-)","apicoplast import protein Tic20, putative"
PF3D7-1144800,"Pf3D7-11-v3:1,774,750..1,776,726(+)","conserved Plasmodium protein, unknown function"
PF3D7-1145000,"Pf3D7-11-v3:1,780,084..1,782,398(-)","conserved Plasmodium protein, unknown function"
PF3D7-1145100,"Pf3D7-11-v3:1,783,357..1,786,563(-)","coatomer subunit gamma, putative"
PF3D7-1145200,"Pf3D7-11-v3:1,789,323..1,795,370(-)","serine/threonine protein kinase, putative"
PF3D7-1145300,"Pf3D7-11-v3:1,798,776..1,799,670(-)","cysteine-rich PDZ-binding protein, putative"
PF3D7-1145500,"Pf3D7-11-v3:1,807,359..1,810,130(+)","ABC transporter B family member 3, putative"
PF3D7-1146500,"Pf3D7-11-v3:1,830,464..1,831,417(+)",leucine-rich repeat protein
PF3D7-1146600,"Pf3D7-11-v3:1,834,401..1,838,773(+)","oocyst rupture protein 1, putative"
PF3D7-1146700,"Pf3D7-11-v3:1,839,423..1,842,878(-)","kinesin-like protein, putative"
PF3D7-1146800,"Pf3D7-11-v3:1,843,645..1,853,372(-)","conserved Plasmodium protein, unknown function"
PF3D7-1147000,"Pf3D7-11-v3:1,858,329..1,867,357(-)",sporozoite and liver stage asparagine-rich protein
PF3D7-1147100,"Pf3D7-11-v3:1,870,415..1,871,077(-)","dynein light chain, putative"
PF3D7-1147300,"Pf3D7-11-v3:1,883,775..1,887,860(+)","conserved Plasmodium protein, unknown function"
PF3D7-1147600,"Pf3D7-11-v3:1,893,436..1,895,843(-)","conserved Plasmodium protein, unknown function"
PF3D7-1147700,"Pf3D7-11-v3:1,897,204..1,897,884(+)","ATP synthase subunit delta, mitochondrial, putative"
PF3D7-1147800,"Pf3D7-11-v3:1,899,181..1,905,942(+)",membrane associated erythrocyte binding-like protein
PF3D7-1147800,"Pf3D7-11-v3:1,899,181..1,905,942(+)",membrane associated erythrocyte binding-like protein
PF3D7-1147900,"Pf3D7-11-v3:1,907,055..1,907,708(-)","peroxisome assembly protein 22, putative"
PF3D7-1148000,"Pf3D7-11-v3:1,909,210..1,913,499(-)","serine/threonine protein kinase, putative"
PF3D7-1148800,"Pf3D7-11-v3:1,941,348..1,942,588(+)","Plasmodium exported protein (hyp11), unknown function"
PF3D7-1149000,"Pf3D7-11-v3:1,950,210..1,968,726(+)","antigen 332, DBL-like protein"
PF3D7-1149200,"Pf3D7-11-v3:1,976,407..1,979,804(+)",ring-infected erythrocyte surface antigen
PF3D7-1149300,"Pf3D7-11-v3:1,982,354..1,984,247(+)","serine/threonine protein kinase, FIKK family"
PF3D7-1149500,"Pf3D7-11-v3:1,991,359..1,994,018(-)","ring-infected erythrocyte surface antigen 2, pseudogene"
PF3D7-1149600,"Pf3D7-11-v3:2,001,068..2,003,313(+)","DnaJ protein, putative"
PF3D7-1149800,"Pf3D7-11-v3:2,006,706..2,007,829(+)",rifin
PF3D7-1149900,"Pf3D7-11-v3:2,009,875..2,010,902(+)",stevor
PF3D7-1150000,"Pf3D7-11-v3:2,012,989..2,014,316(+)",rifin
PF3D7-1150200,"Pf3D7-11-v3:2,018,714..2,019,967(-)",rifin
PF3D7-1150300,"Pf3D7-11-v3:2,021,854..2,023,034(-)",rifin
PF3D7-1150400,"Pf3D7-11-v3:2,025,817..2,035,886(+)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-1200100,"Pf3D7-12-v3:16,973..24,497(+)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-1200200,"Pf3D7-12-v3:26,321..27,687(-)",rifin
PF3D7-1200300,"Pf3D7-12-v3:30,078..31,261(-)",rifin
PF3D7-1200400,"Pf3D7-12-v3:32,703..41,940(+)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-1200500,"Pf3D7-12-v3:43,800..45,106(-)",rifin
PF3D7-1200600,"Pf3D7-12-v3:46,788..56,805(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-1200700,"Pf3D7-12-v3:61,556..64,336(-)",acyl-CoA synthetase
PF3D7-1200800,"Pf3D7-12-v3:68,808..70,842(-)","serine/threonine protein kinase, FIKK family"
PF3D7-1201000,"Pf3D7-12-v3:76,846..79,067(-)","Plasmodium exported protein (PHISTb), unknown function"
PF3D7-1201300,"Pf3D7-12-v3:92,242..92,562(+)",liver stage associated protein 1
PF3D7-1201600,"Pf3D7-12-v3:101,581..102,624(-)",NIMA related kinase 3
PF3D7-1201900,"Pf3D7-12-v3:107,338..108,202(-)","conserved protein, unknown function"
PF3D7-1202300,"Pf3D7-12-v3:119,402..141,499(+)","dynein heavy chain, putative"
PF3D7-1202500,"Pf3D7-12-v3:144,046..147,285(-)","trimethylguanosine synthase, putative"
PF3D7-1203400,"Pf3D7-12-v3:178,162..181,914(+)","major facilitator superfamily domain-containing protein, putative"
PF3D7-1203700,"Pf3D7-12-v3:187,146..188,842(-)",nucleosome assembly protein
PF3D7-1204100,"Pf3D7-12-v3:198,970..202,239(-)","conserved Plasmodium protein, unknown function"
PF3D7-1205100,"Pf3D7-12-v3:222,695..224,991(-)","O-phosphoseryl-tRNA(Sec) selenium transferase, putative"
PF3D7-1205200,"Pf3D7-12-v3:226,054..227,070(-)","HAD domain ookinete protein, putative"
PF3D7-1205700,"Pf3D7-12-v3:253,155..254,123(+)",targeted glyoxalase II
PF3D7-1206000,"Pf3D7-12-v3:270,300..271,214(-)",shewanella-like protein phosphatase 2
PF3D7-1206500,"Pf3D7-12-v3:292,424..294,379(+)","Tat binding protein 1(TBP-1)-interacting protein, putative"
PF3D7-1207600,"Pf3D7-12-v3:349,479..351,284(-)","tRNA delta(2)-isopentenylpyrophosphate transferase, putative"
PF3D7-1207700,"Pf3D7-12-v3:351,850..354,006(-)",blood stage antigen 41-3 precursor
PF3D7-1208400,"Pf3D7-12-v3:390,932..395,626(+)","amino acid transporter, putative"
PF3D7-1209300,"Pf3D7-12-v3:428,495..432,880(-)",telomere repeat-binding zinc finger protein
PF3D7-1209500,"Pf3D7-12-v3:439,711..442,858(+)",cGMP-specific phosphodiesterase
PF3D7-1209500,"Pf3D7-12-v3:439,711..442,858(+)",cGMP-specific phosphodiesterase
PF3D7-1209600,"Pf3D7-12-v3:443,680..444,987(+)",porphobilinogen deaminase
PF3D7-1209900,"Pf3D7-12-v3:448,772..451,339(-)","ABC transporter B family member 7, putative"
PF3D7-1210200,"Pf3D7-12-v3:458,677..461,679(-)","zinc finger protein, putative"
PF3D7-1210300,"Pf3D7-12-v3:465,115..465,744(+)","conserved Plasmodium protein, unknown function"
PF3D7-1210700,"Pf3D7-12-v3:476,577..478,370(-)","conserved Plasmodium protein, unknown function"
PF3D7-1211600,"Pf3D7-12-v3:510,323..519,437(+)","lysine-specific histone demethylase 1, putative"
PF3D7-1211900,"Pf3D7-12-v3:529,005..532,799(-)",non-SERCA-type Ca2+ -transporting P-ATPase
PF3D7-1212000,"Pf3D7-12-v3:534,912..535,915(-)",glutathione peroxidase-like thioredoxin peroxidase
PF3D7-1212400,"Pf3D7-12-v3:549,888..550,910(+)","tetratricopeptide repeat protein, putative"
PF3D7-1212500,"Pf3D7-12-v3:552,102..553,853(-)",glycerol-3-phosphate 1-O-acyltransferase
PF3D7-1212800,"Pf3D7-12-v3:565,966..566,931(+)","succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial"
PF3D7-1212900,"Pf3D7-12-v3:568,569..571,835(-)","bromodomain protein 2, putative"
PF3D7-1213400,"Pf3D7-12-v3:579,595..581,325(-)","kelch domain-containing protein, putative"
PF3D7-1213500,"Pf3D7-12-v3:583,089..585,323(+)","integral membrane protein GPR180, putative"
PF3D7-1214100,"Pf3D7-12-v3:602,428..606,962(+)","GPI ethanolamine phosphate transferase 3, putative"
PF3D7-1214500,"Pf3D7-12-v3:611,892..613,128(+)","conserved Plasmodium protein, unknown function"
PF3D7-1214800,"Pf3D7-12-v3:616,782..617,387(+)","conserved Plasmodium protein, unknown function"
PF3D7-1215000,"Pf3D7-12-v3:621,125..621,775(+)",thioredoxin peroxidase 2
PF3D7-1215100,"Pf3D7-12-v3:623,126..626,273(+)","SUN domain-containing protein, putative"
PF3D7-1215500,"Pf3D7-12-v3:633,892..634,545(-)","conserved Plasmodium protein, unknown function"
PF3D7-1215700,"Pf3D7-12-v3:635,538..638,879(-)","conserved Plasmodium protein, unknown function"
PF3D7-1215800,"Pf3D7-12-v3:639,395..640,495(+)","radial spoke head protein 9, putative"
PF3D7-1215900,"Pf3D7-12-v3:641,552..643,519(+)","serpentine receptor, putative"
PF3D7-1216200,"Pf3D7-12-v3:648,889..650,552(+)","glycerol-3-phosphate dehydrogenase [NAD(+)], putative"
PF3D7-1216500,"Pf3D7-12-v3:657,339..658,004(-)",male development gene 1
PF3D7-1216700,"Pf3D7-12-v3:663,061..666,282(+)",perforin-like protein 2
PF3D7-1217100,"Pf3D7-12-v3:675,456..677,576(-)","meiotic recombination protein SPO11, putative"
PF3D7-1217100,"Pf3D7-12-v3:675,456..677,576(-)","meiotic recombination protein SPO11, putative"
PF3D7-1217600,"Pf3D7-12-v3:695,559..696,455(+)","anaphase-promoting complex subunit 10, putative"
PF3D7-1217900,"Pf3D7-12-v3:700,531..702,211(+)","PPPDE peptidase domain-containing protein, putative"
PF3D7-1218100,"Pf3D7-12-v3:706,227..708,196(+)","conserved Plasmodium protein, unknown function"
PF3D7-1218400,"Pf3D7-12-v3:720,886..723,448(-)","triose or hexose phosphate/phosphate translocator, putative"
PF3D7-1218700,"Pf3D7-12-v3:736,335..737,825(-)","conserved Plasmodium protein, unknown function"
PF3D7-1218800,"Pf3D7-12-v3:738,357..740,255(-)","secreted ookinete protein, putative"
PF3D7-1219300,"Pf3D7-12-v3:766,654..774,197(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-1219400,"Pf3D7-12-v3:776,510..779,933(-)","erythrocyte membrane protein 1 (PfEMP1), pseudogene"
PF3D7-1219500,"Pf3D7-12-v3:784,018..784,830(+)","erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene"
PF3D7-1219800,"Pf3D7-12-v3:795,157..795,318(+)","conserved Plasmodium protein, unknown function"
PF3D7-1220000,"Pf3D7-12-v3:798,304..799,611(-)","zinc finger protein, putative"
PF3D7-1220200,"Pf3D7-12-v3:804,963..806,698(-)","conserved Plasmodium protein, unknown function, pseudogene"
PF3D7-1220700,"Pf3D7-12-v3:822,958..827,712(-)","conserved Plasmodium protein, unknown function"
PF3D7-1220900,"Pf3D7-12-v3:831,252..832,052(-)",heterochromatin protein 1
PF3D7-1221000,"Pf3D7-12-v3:836,912..843,901(-)","histone-lysine N-methyltransferase, H3 lysine-4 specific"
PF3D7-1221100,"Pf3D7-12-v3:847,437..849,183(+)","conserved Plasmodium protein, unknown function"
PF3D7-1221400,"Pf3D7-12-v3:857,097..858,671(+)","inner membrane complex protein 1h, putative"
PF3D7-1221700,"Pf3D7-12-v3:865,726..868,581(+)","FbpA domain protein, putative"
PF3D7-1222300,"Pf3D7-12-v3:883,567..886,032(-)","endoplasmin, putative"
PF3D7-1222600,"Pf3D7-12-v3:907,203..914,501(+)",AP2 domain transcription factor AP2-G
PF3D7-1222900,"Pf3D7-12-v3:923,527..925,198(+)","conserved Plasmodium protein, unknown function"
PF3D7-1223300,"Pf3D7-12-v3:934,971..938,639(-)",DNA gyrase subunit A
PF3D7-1223400,"Pf3D7-12-v3:941,125..946,745(+)","phospholipid-transporting ATPase, putative"
PF3D7-1223700,"Pf3D7-12-v3:968,980..970,073(+)",vacuolar iron transporter
PF3D7-1223800,"Pf3D7-12-v3:971,268..972,194(+)","citrate/oxoglutarate carrier protein, putative"
PF3D7-1223900,"Pf3D7-12-v3:972,710..973,393(-)","50S ribosomal protein L24, putative"
PF3D7-1224000,"Pf3D7-12-v3:974,372..975,541(+)",GTP cyclohydrolase 1
PF3D7-1224200,"Pf3D7-12-v3:981,301..984,475(+)","BRO1 domain-containing protein, putative"
PF3D7-1225100,"Pf3D7-12-v3:1,018,506..1,024,008(+)","isoleucine--tRNA ligase, putative"
PF3D7-1225500,"Pf3D7-12-v3:1,033,551..1,035,112(+)","small subunit rRNA processing factor, putative"
PF3D7-1225800,"Pf3D7-12-v3:1,045,995..1,049,831(+)",ubiquitin-activating enzyme E1
PF3D7-1226100,"Pf3D7-12-v3:1,058,202..1,059,152(+)","haloacid dehalogenase-like hydrolase, putative"
PF3D7-1226300,"Pf3D7-12-v3:1,065,796..1,066,683(+)","haloacid dehalogenase-like hydrolase, putative"
PF3D7-1226600,"Pf3D7-12-v3:1,077,868..1,078,776(-)",proliferating cell nuclear antigen 2
PF3D7-1226800,"Pf3D7-12-v3:1,085,387..1,087,264(+)","ataxin-3, putative"
PF3D7-1226900,"Pf3D7-12-v3:1,088,536..1,090,023(-)",parasitophorous vacuolar protein 2
PF3D7-1227200,"Pf3D7-12-v3:1,098,129..1,104,223(+)",potassium channel K1
PF3D7-1227500,"Pf3D7-12-v3:1,114,025..1,121,093(-)","protein SOC2, putative"
PF3D7-1227700,"Pf3D7-12-v3:1,128,939..1,131,686(-)","conserved Plasmodium protein, unknown function"
PF3D7-1227800,"Pf3D7-12-v3:1,134,370..1,137,648(-)","elongator complex protein 3, putative"
PF3D7-1227900,"Pf3D7-12-v3:1,138,608..1,140,302(+)","RNA pseudouridylate synthase, putative"
PF3D7-1228100,"Pf3D7-12-v3:1,141,583..1,143,194(-)",leucine-rich repeat protein
PF3D7-1228300,"Pf3D7-12-v3:1,148,111..1,151,461(+)",NIMA related kinase 1
PF3D7-1228600,"Pf3D7-12-v3:1,160,729..1,162,960(-)",merozoite surface protein 9
PF3D7-1229100,"Pf3D7-12-v3:1,192,888..1,199,214(-)",multidrug resistance-associated protein 2
PF3D7-1229400,"Pf3D7-12-v3:1,208,912..1,209,542(+)",macrophage migration inhibitory factor
PF3D7-1229900,"Pf3D7-12-v3:1,228,063..1,233,005(-)","conserved Plasmodium protein, unknown function"
PF3D7-1229900,"Pf3D7-12-v3:1,228,063..1,233,005(-)","conserved Plasmodium protein, unknown function"
PF3D7-1230100,"Pf3D7-12-v3:1,242,025..1,243,599(-)","thioredoxin-like associated protein 1, putative"
PF3D7-1230200,"Pf3D7-12-v3:1,245,535..1,249,170(+)","vacuolar transporter chaperone, putative, pseudogene"
PF3D7-1230900,"Pf3D7-12-v3:1,267,368..1,270,181(+)","serine/threonine protein kinase RIO1, putative"
PF3D7-1231000,"Pf3D7-12-v3:1,271,140..1,274,855(+)","conserved Plasmodium protein, unknown function"
PF3D7-1231200,"Pf3D7-12-v3:1,278,460..1,279,611(-)","conserved Plasmodium protein, unknown function"
PF3D7-1231300,"Pf3D7-12-v3:1,286,498..1,289,356(-)","conserved Plasmodium protein, unknown function"
PF3D7-1231400,"Pf3D7-12-v3:1,290,685..1,297,069(-)","amino acid transporter, putative"
PF3D7-1231900,"Pf3D7-12-v3:1,321,980..1,325,240(+)","WD repeat-containing protein, putative"
PF3D7-1232200,"Pf3D7-12-v3:1,333,134..1,334,896(+)","dihydrolipoyl dehydrogenase, mitochondrial"
PF3D7-1232400,"Pf3D7-12-v3:1,337,710..1,338,816(-)","CWC16 domain-containing protein, putative"
PF3D7-1232500,"Pf3D7-12-v3:1,339,845..1,343,314(-)","CG2-related protein, putative"
PF3D7-1233200,"Pf3D7-12-v3:1,360,631..1,370,637(-)","conserved Plasmodium protein, unknown function"
PF3D7-1233200,"Pf3D7-12-v3:1,360,631..1,370,637(-)","conserved Plasmodium protein, unknown function"
PF3D7-1233600,"Pf3D7-12-v3:1,385,707..1,402,218(+)",asparagine and aspartate rich protein 1
PF3D7-1233700,"Pf3D7-12-v3:1,403,139..1,404,884(+)","homocysteine S-methyltransferase, putative"
PF3D7-1234400,"Pf3D7-12-v3:1,436,790..1,439,349(-)","microgamete surface protein MiGS, putative"
PF3D7-1235000,"Pf3D7-12-v3:1,459,834..1,461,486(+)","PIH1 domain-containing protein, putative"
PF3D7-1235200,"Pf3D7-12-v3:1,464,219..1,467,572(-)",V-type K+-independent H+-translocating inorganic pyrophosphatase
PF3D7-1235400,"Pf3D7-12-v3:1,476,529..1,480,014(-)","tetQ family GTPase, putative"
PF3D7-1235600,"Pf3D7-12-v3:1,484,306..1,485,911(+)",serine hydroxymethyltransferase
PF3D7-1235700,"Pf3D7-12-v3:1,487,084..1,488,691(+)","ATP synthase subunit beta, mitochondrial"
PF3D7-1236100,"Pf3D7-12-v3:1,506,932..1,508,269(-)",clustered-asparagine-rich protein
PF3D7-1236200,"Pf3D7-12-v3:1,512,200..1,516,516(-)","conserved Plasmodium protein, unknown function"
